date,open,high,low,close,volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2024-04-08 09:15,1129.9,1129.9,1107.85,1108.55,38644.0,,,
2024-04-08 09:16,1108.55,1113.65,1107.9,1111.3,12515.0,,,
2024-04-08 09:17,1111.2,1115.0,1111.2,1113.15,18882.0,,,
2024-04-08 09:18,1113.5,1113.5,1110.0,1112.65,6050.0,,,
2024-04-08 09:19,1112.65,1114.35,1110.2,1111.5,15328.0,,,
2024-04-08 09:20,1111.65,1112.9,1111.35,1111.8,15712.0,,,
2024-04-08 09:21,1111.6,1115.05,1111.35,1114.75,5054.0,,,
2024-04-08 09:22,1115.35,1116.2,1114.3,1115.2,5663.0,,,
2024-04-08 09:23,1114.4,1115.95,1112.65,1115.65,7676.0,,,
2024-04-08 09:24,1115.25,1115.25,1113.2,1113.2,5158.0,,,
2024-04-08 09:25,1113.65,1116.3,1113.65,1115.15,12565.0,,,
2024-04-08 09:26,1115.05,1115.15,1113.0,1113.9,9728.0,,,
2024-04-08 09:27,1113.75,1116.5,1113.5,1116.4,6154.0,,,
2024-04-08 09:28,1116.4,1116.4,1114.0,1114.05,7867.0,,,
2024-04-08 09:29,1113.6,1114.05,1112.35,1112.35,7338.0,,,
2024-04-08 09:30,1112.85,1115.0,1112.1,1113.7,21176.0,,,
2024-04-08 09:31,1113.45,1115.5,1113.45,1115.0,2670.0,,,
2024-04-08 09:32,1115.0,1115.0,1112.0,1112.6,2052.0,,,
2024-04-08 09:33,1113.4,1113.8,1112.25,1112.25,1080.0,,,
2024-04-08 09:34,1112.1,1113.3,1111.85,1112.25,3851.0,,,
2024-04-08 09:35,1112.35,1113.3,1112.0,1112.75,1882.0,,,
2024-04-08 09:36,1111.85,1112.55,1111.85,1112.0,8928.0,,,
2024-04-08 09:37,1111.9,1112.2,1111.85,1112.15,11848.0,,,
2024-04-08 09:38,1112.05,1115.5,1112.05,1115.0,5857.0,,,
2024-04-08 09:39,1115.2,1115.9,1114.9,1115.1,13902.0,,,
2024-04-08 09:40,1115.35,1115.35,1114.5,1114.55,2405.0,,,
2024-04-08 09:41,1114.8,1114.8,1114.05,1114.1,3914.0,,,
2024-04-08 09:42,1114.05,1114.05,1113.0,1113.25,5470.0,,,
2024-04-08 09:43,1113.2,1113.2,1111.9,1112.65,3697.0,,,
2024-04-08 09:44,1112.75,1113.3,1112.05,1112.25,3260.0,,,
2024-04-08 09:45,1112.1,1112.6,1111.95,1112.6,4805.0,,,
2024-04-08 09:46,1112.75,1112.85,1111.9,1112.85,6458.0,,,
2024-04-08 09:47,1112.3,1113.55,1112.25,1113.3,729.0,,,
2024-04-08 09:48,1113.1,1115.0,1113.1,1113.1,2454.0,,,
2024-04-08 09:49,1113.25,1113.95,1113.1,1113.45,1625.0,,,
2024-04-08 09:50,1113.2,1114.3,1113.2,1114.0,1117.0,,,
2024-04-08 09:51,1113.7,1115.4,1113.7,1115.25,2082.0,,,
2024-04-08 09:52,1115.4,1115.55,1114.2,1114.25,1838.0,,,
2024-04-08 09:53,1114.25,1115.3,1114.2,1114.2,2151.0,,,
2024-04-08 09:54,1114.2,1114.9,1113.05,1114.55,5826.0,,,
2024-04-08 09:55,1114.15,1114.9,1113.05,1114.05,7530.0,,,
2024-04-08 09:56,1114.15,1114.7,1114.05,1114.3,1075.0,,,
2024-04-08 09:57,1114.25,1114.25,1113.8,1114.05,1619.0,,,
2024-04-08 09:58,1114.0,1114.25,1113.85,1114.0,3655.0,,,
2024-04-08 09:59,1114.0,1114.65,1113.8,1114.1,4105.0,,,
2024-04-08 10:00,1114.0,1115.55,1113.95,1115.55,10309.0,,,
2024-04-08 10:01,1115.25,1116.35,1115.0,1116.35,3173.0,,,
2024-04-08 10:02,1116.4,1116.95,1115.2,1115.2,2424.0,,,
2024-04-08 10:03,1115.4,1115.65,1115.4,1115.5,1066.0,,,
2024-04-08 10:04,1115.5,1115.7,1115.0,1115.4,2881.0,,,
2024-04-08 10:05,1115.6,1116.45,1115.0,1115.55,3575.0,,,
2024-04-08 10:06,1115.95,1116.0,1114.25,1114.25,2497.0,,,
2024-04-08 10:07,1114.5,1115.15,1114.4,1115.15,3339.0,,,
2024-04-08 10:08,1115.15,1115.6,1114.95,1115.05,994.0,,,
2024-04-08 10:09,1114.95,1115.45,1114.6,1115.1,1496.0,,,
