date,open,high,low,close,volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2024-04-01 09:15,1510.0,1510.0,1503.35,1507.1,13183.0,,,
2024-04-01 09:16,1507.2,1507.65,1503.15,1504.4,4278.0,,,
2024-04-01 09:17,1506.7,1508.65,1506.25,1508.0,4390.0,,,
2024-04-01 09:18,1508.0,1508.75,1506.5,1508.0,5094.0,,,
2024-04-01 09:19,1508.0,1508.75,1506.05,1506.8,2665.0,,,
2024-04-01 09:20,1506.55,1507.0,1503.7,1503.7,4392.0,,,
2024-04-01 09:21,1503.85,1506.3,1503.1,1505.2,3527.0,,,
2024-04-01 09:22,1504.3,1505.3,1503.85,1504.05,1843.0,,,
2024-04-01 09:23,1503.9,1508.0,1503.55,1507.4,2861.0,,,
2024-04-01 09:24,1507.65,1508.25,1506.35,1507.8,2706.0,,,
2024-04-01 09:25,1507.1,1507.8,1506.0,1506.5,1243.0,,,
2024-04-01 09:26,1506.25,1507.65,1505.65,1506.35,3069.0,,,
2024-04-01 09:27,1506.0,1506.35,1503.3,1504.5,5931.0,,,
2024-04-01 09:28,1504.5,1504.5,1501.05,1501.95,1955.0,,,
2024-04-01 09:29,1501.55,1501.95,1500.0,1500.0,2191.0,,,
2024-04-01 09:30,1499.1,1503.0,1499.0,1503.0,6150.0,,,
2024-04-01 09:31,1503.15,1503.3,1501.15,1501.7,6811.0,,,
2024-04-01 09:32,1501.5,1502.5,1501.45,1501.5,2448.0,,,
2024-04-01 09:33,1501.6,1502.5,1501.6,1502.05,2364.0,,,
2024-04-01 09:34,1502.05,1503.75,1502.05,1503.05,2790.0,,,
2024-04-01 09:35,1503.5,1504.45,1503.1,1504.35,1916.0,,,
2024-04-01 09:36,1506.1,1506.1,1504.4,1504.65,4959.0,,,
2024-04-01 09:37,1504.65,1506.7,1504.45,1505.95,2289.0,,,
2024-04-01 09:38,1505.2,1505.4,1504.45,1504.7,2437.0,,,
2024-04-01 09:39,1504.9,1505.35,1504.65,1504.95,1551.0,,,
2024-04-01 09:40,1504.8,1504.95,1504.25,1504.35,2251.0,,,
2024-04-01 09:41,1504.6,1505.0,1504.4,1504.95,894.0,,,
2024-04-01 09:42,1504.6,1504.75,1503.7,1503.7,1026.0,,,
2024-04-01 09:43,1503.3,1503.85,1503.3,1503.75,1623.0,,,
2024-04-01 09:44,1502.4,1503.1,1502.35,1502.65,2540.0,,,
2024-04-01 09:45,1503.1,1504.0,1502.5,1503.75,3704.0,,,
2024-04-01 09:46,1503.75,1503.85,1503.05,1503.6,1147.0,,,
2024-04-01 09:47,1504.5,1504.95,1504.0,1504.75,649.0,,,
2024-04-01 09:48,1504.05,1504.65,1502.65,1503.65,1233.0,,,
2024-04-01 09:49,1503.3,1503.9,1502.65,1502.65,1688.0,,,
2024-04-01 09:50,1503.4,1503.6,1503.35,1503.4,1527.0,,,
2024-04-01 09:51,1503.6,1503.6,1501.85,1501.85,1083.0,,,
2024-04-01 09:52,1502.6,1504.0,1502.6,1503.85,710.0,,,
2024-04-01 09:53,1504.95,1505.1,1504.55,1505.1,2187.0,,,
2024-04-01 09:54,1505.1,1506.0,1504.9,1505.8,1372.0,,,
2024-04-01 09:55,1505.75,1507.0,1505.75,1507.0,1373.0,,,
2024-04-01 09:56,1507.0,1508.9,1506.6,1508.9,3409.0,,,
2024-04-01 09:57,1509.0,1509.2,1508.0,1508.5,4738.0,,,
2024-04-01 09:58,1508.5,1509.05,1508.2,1509.0,382.0,,,
2024-04-01 09:59,1508.5,1508.6,1508.15,1508.5,599.0,,,
2024-04-01 10:00,1508.3,1508.6,1507.75,1507.9,1583.0,,,
2024-04-01 10:01,1507.8,1508.35,1507.75,1508.0,379.0,,,
2024-04-01 10:02,1508.0,1508.0,1506.2,1507.2,1832.0,,,
2024-04-01 10:03,1506.6,1507.15,1506.4,1506.55,866.0,,,
2024-04-01 10:04,1507.15,1508.35,1507.15,1508.35,1263.0,,,
2024-04-01 10:05,1508.45,1508.45,1507.15,1507.15,404.0,,,
2024-04-01 10:06,1506.4,1506.6,1505.25,1505.3,1285.0,,,
2024-04-01 10:07,1506.0,1506.0,1505.35,1505.85,251.0,,,
2024-04-01 10:08,1505.85,1505.85,1505.55,1505.85,356.0,,,
2024-04-01 10:09,1505.85,1505.85,1504.55,1504.55,1156.0,,,
2024-04-01 10:10,1504.2,1505.0,1504.2,1504.3,272.0,,,
2024-04-01 10:11,1504.3,1504.45,1504.2,1504.35,288.0,,,
2024-04-01 10:12,1504.2,1504.45,1502.05,1502.8,1124.0,,,
2024-04-01 10:13,1501.85,1502.8,1501.85,1502.6,538.0,,,
2024-04-01 10:14,1502.55,1502.6,1502.35,1502.35,923.0,,,
2024-04-01 10:15,1502.6,1502.6,1501.0,1501.05,1700.0,,,
2024-04-01 10:16,1501.5,1502.1,1501.3,1502.1,1372.0,,,
2024-04-01 10:17,1501.8,1502.1,1501.2,1501.65,589.0,,,
2024-04-01 10:18,1501.45,1502.35,1501.35,1502.05,2143.0,,,
2024-04-01 10:19,1502.1,1502.4,1501.75,1502.4,620.0,,,
2024-04-01 10:20,1502.4,1502.5,1501.55,1502.0,799.0,,,
2024-04-01 10:21,1501.8,1502.1,1501.45,1502.1,564.0,,,
2024-04-01 10:22,1502.85,1502.85,1501.45,1501.85,458.0,,,
2024-04-01 10:23,1501.65,1502.05,1500.55,1501.1,1563.0,,,
2024-04-01 10:24,1501.1,1501.15,1500.85,1501.1,164.0,,,
2024-04-01 10:25,1500.85,1501.8,1500.85,1501.45,910.0,,,
2024-04-01 10:26,1501.7,1501.8,1501.6,1501.8,535.0,,,
2024-04-01 10:27,1501.8,1502.45,1501.8,1502.35,771.0,,,
2024-04-01 10:28,1502.6,1502.6,1501.05,1501.05,769.0,,,
2024-04-01 10:29,1501.75,1501.75,1501.05,1501.75,202.0,,,
2024-04-01 10:30,1502.0,1502.65,1501.6,1501.6,1765.0,,,
2024-04-01 10:31,1502.15,1502.2,1501.7,1501.7,303.0,,,
2024-04-01 10:32,1502.15,1502.15,1501.15,1501.65,609.0,,,
2024-04-01 10:33,1501.75,1501.75,1501.2,1501.75,206.0,,,
2024-04-01 10:34,1501.75,1501.75,1501.1,1501.2,538.0,,,
2024-04-01 10:35,1501.25,1501.75,1501.1,1501.1,386.0,,,
2024-04-01 10:36,1501.1,1501.85,1501.1,1501.85,541.0,,,
2024-04-01 10:37,1501.85,1501.85,1501.25,1501.3,574.0,,,
2024-04-01 10:38,1501.3,1502.2,1501.3,1502.15,613.0,,,
2024-04-01 10:39,1502.15,1502.15,1501.05,1501.1,1119.0,,,
2024-04-01 10:40,1501.25,1501.35,1501.1,1501.1,492.0,,,
2024-04-01 10:41,1501.1,1501.15,1500.2,1500.3,1236.0,,,
2024-04-01 10:42,1500.35,1500.35,1499.0,1499.0,4370.0,,,
2024-04-01 10:43,1499.05,1499.75,1499.05,1499.7,188.0,,,
2024-04-01 10:44,1499.2,1499.7,1499.0,1499.0,460.0,,,
2024-04-01 10:45,1499.0,1499.1,1498.1,1498.15,2398.0,,,
2024-04-01 10:46,1498.35,1498.35,1497.35,1498.1,2983.0,,,
2024-04-01 10:47,1497.55,1498.0,1497.15,1497.65,525.0,,,
2024-04-01 10:48,1497.65,1497.75,1497.1,1497.1,1386.0,,,
2024-04-01 10:49,1497.7,1497.75,1497.0,1497.65,960.0,,,
2024-04-01 10:50,1497.25,1499.0,1497.25,1499.0,1582.0,,,
2024-04-01 10:51,1499.0,1499.4,1498.8,1499.1,867.0,,,
2024-04-01 10:52,1499.0,1499.7,1499.0,1499.6,415.0,,,
2024-04-01 10:53,1499.6,1499.65,1499.05,1499.3,1265.0,,,
2024-04-01 10:54,1499.65,1499.65,1497.55,1497.6,1076.0,,,
2024-04-01 10:55,1498.2,1498.25,1497.0,1497.0,676.0,,,
2024-04-01 10:56,1497.35,1497.45,1497.0,1497.35,289.0,,,
2024-04-01 10:57,1497.45,1497.5,1497.3,1497.35,280.0,,,
2024-04-01 10:58,1497.35,1497.35,1497.15,1497.2,450.0,,,
2024-04-01 10:59,1497.1,1497.2,1497.0,1497.2,446.0,,,
2024-04-01 11:00,1497.25,1498.9,1497.2,1498.9,1491.0,,,
2024-04-01 11:01,1498.6,1498.9,1498.35,1498.4,396.0,,,
2024-04-01 11:02,1498.75,1498.95,1498.15,1498.95,1420.0,,,
2024-04-01 11:03,1498.3,1499.0,1498.3,1498.9,1387.0,,,
2024-04-01 11:04,1498.3,1499.0,1498.3,1499.0,300.0,,,
2024-04-01 11:05,1499.4,1499.6,1498.55,1499.0,632.0,,,
2024-04-01 11:06,1499.6,1499.7,1499.0,1499.15,862.0,,,
2024-04-01 11:07,1499.65,1499.65,1496.65,1496.65,2620.0,,,
2024-04-01 11:08,1496.65,1497.0,1496.65,1496.7,192.0,,,
2024-04-01 11:09,1496.65,1496.95,1495.75,1496.0,1580.0,,,
2024-04-01 11:10,1495.9,1496.0,1495.4,1495.95,526.0,,,
2024-04-01 11:11,1495.65,1495.95,1494.25,1494.45,2703.0,,,
2024-04-01 11:12,1495.2,1495.75,1493.9,1494.6,1795.0,,,
2024-04-01 11:13,1493.85,1494.85,1493.8,1494.05,477.0,,,
2024-04-01 11:14,1494.6,1495.15,1494.05,1495.15,1165.0,,,
2024-04-01 11:15,1495.1,1495.75,1494.95,1495.0,284.0,,,
2024-04-01 11:16,1495.0,1495.8,1495.0,1495.65,521.0,,,
2024-04-01 11:17,1495.2,1496.95,1495.2,1496.95,1241.0,,,
2024-04-01 11:18,1496.25,1498.6,1496.25,1498.6,1021.0,,,
2024-04-01 11:19,1498.15,1498.85,1498.0,1498.3,1182.0,,,
2024-04-01 11:20,1498.3,1499.3,1498.1,1498.1,2406.0,,,
2024-04-01 11:21,1497.9,1498.3,1497.5,1497.95,774.0,,,
2024-04-01 11:22,1498.0,1498.15,1497.35,1497.4,773.0,,,
2024-04-01 11:23,1497.3,1497.3,1496.3,1496.85,931.0,,,
2024-04-01 11:24,1496.85,1496.85,1496.4,1496.8,496.0,,,
2024-04-01 11:25,1496.6,1497.45,1496.4,1497.45,1012.0,,,
2024-04-01 11:26,1498.0,1498.3,1497.35,1497.85,806.0,,,
2024-04-01 11:27,1498.0,1498.0,1496.85,1497.0,917.0,,,
2024-04-01 11:28,1497.0,1497.0,1496.4,1496.85,711.0,,,
2024-04-01 11:29,1496.95,1497.8,1496.75,1497.1,1943.0,,,
2024-04-01 11:30,1497.55,1498.0,1497.4,1497.95,2127.0,,,
2024-04-01 11:31,1497.75,1497.85,1496.8,1497.05,1289.0,,,
2024-04-01 11:32,1497.05,1497.85,1496.85,1497.65,580.0,,,
2024-04-01 11:33,1497.7,1497.95,1497.25,1497.3,1056.0,,,
2024-04-01 11:34,1497.0,1497.7,1496.75,1497.35,1276.0,,,
2024-04-01 11:35,1497.35,1497.4,1496.8,1497.35,613.0,,,
2024-04-01 11:36,1496.8,1497.15,1496.8,1497.0,963.0,,,
2024-04-01 11:37,1497.1,1497.6,1496.8,1497.35,874.0,,,
2024-04-01 11:38,1497.55,1499.3,1497.2,1499.25,958.0,,,
2024-04-01 11:39,1499.3,1500.05,1498.5,1499.75,5360.0,,,
2024-04-01 11:40,1500.8,1501.0,1500.05,1500.65,2052.0,,,
2024-04-01 11:41,1500.5,1502.05,1500.3,1501.65,1826.0,,,
2024-04-01 11:42,1501.65,1502.35,1500.3,1500.3,5514.0,,,
2024-04-01 11:43,1501.35,1502.25,1500.95,1501.5,787.0,,,
2024-04-01 11:44,1501.5,1502.25,1501.05,1501.6,1199.0,,,
2024-04-01 11:45,1501.65,1502.55,1501.5,1502.2,1320.0,,,
2024-04-01 11:46,1502.45,1502.5,1501.8,1502.3,2472.0,,,
2024-04-01 11:47,1502.3,1502.8,1501.4,1502.8,884.0,,,
2024-04-01 11:48,1503.5,1504.0,1503.25,1503.9,914.0,,,
2024-04-01 11:49,1503.9,1504.0,1503.45,1503.85,1100.0,,,
2024-04-01 11:50,1503.7,1504.0,1503.5,1503.95,985.0,,,
2024-04-01 11:51,1504.0,1505.0,1503.95,1504.9,2679.0,,,
2024-04-01 11:52,1504.75,1505.0,1504.55,1504.95,919.0,,,
2024-04-01 11:53,1504.95,1504.95,1503.45,1503.45,562.0,,,
